;density;conduct;capacity;t_init;t_top;t_bot;t_left;t_right;const
865;0.8749104409211629;-1.6306098403841092;0.5647753753635185;-1.6707263792961622;0.8616576241668067;-0.8952547187888964;1.5261386538592738;-0.801808158957851;1.0
1637;0.2645658456373932;-0.41492624114796883;0.9735012347488124;-0.7710374394203491;0.8798261219699365;1.360064427168984;0.43092919542090646;0.12538693511652124;1.0
868;-1.0999116655391987;0.9688916790140315;-1.3078514885535313;0.7603143191806406;-1.5918398503992306;0.38044779824578356;0.16489537815473976;0.5855482636487355;1.0
2629;1.0002101200419984;1.5634000474358407;1.278409363704428;-0.32874178085045264;1.3470887378462515;1.4704262418612648;1.2243822068639485;1.6896981839029166;1.0
612;-1.2666413286593698;1.2425104463724146;1.4778284769407972;-1.6388792898675406;-1.536052643786459;0.3761820100159578;-1.0504583848554447;-0.10505055831328512;1.0
2745;0.9869281132364931;0.8228400833226438;0.9665552571580677;0.3534235677920014;-0.6426331764987874;1.1272157584137779;-1.2013769794231919;1.3150692693238437;1.0
529;1.0915723938167885;-1.2916794414728778;-1.5698665152797908;-0.042452965326710966;0.9288608882917286;1.001359549879468;-0.6880184522272152;0.11579888914647968;1.0
2287;-1.108840599361164;-1.4483780654023144;0.44231750062042885;1.5377668062694854;0.869893555127775;-0.7263387783404778;-0.4879048251135004;0.630263128590702;1.0
646;-1.676368975104084;-1.5090069762023166;0.08989849851977495;-0.8511460956363412;-1.4804189017257552;1.4045847278791748;-0.20082037844606979;0.8430259930549517;1.0
1733;-0.048566610106306383;-0.032914811310556985;0.2247509341097704;-0.16527853728700556;-0.7455936812554919;0.212559665468682;-0.646021004747762;0.48794390201460935;1.0
71;-1.4424001648558307;1.0831007735860678;1.721744353435818;-1.1080886903790117;-0.5068028382380939;-1.757446253233475;-0.5603305248453014;-0.12173811439744095;1.0
2122;0.5471500830181592;-0.763369956957087;1.4753457005279718;0.36316713686455876;-0.07208039127243816;0.8721803541371423;-0.5579543990060356;0.42023904381146665;1.0
847;1.6731672707732963;-0.814436259061804;1.1651725398797887;0.3464292215282979;1.0771957456097931;-0.1777058624197615;1.701914293007692;0.10127547876943366;1.0
2847;-0.9452727512569791;-0.2858803155590211;0.23910176820024526;-1.653012374349194;0.5274175136355757;-0.16225783584109957;0.0038609468829332145;-0.6165396766783547;1.0
445;-0.1285309472064193;-0.4054129242500821;-1.6798139018726512;0.4618099443276399;-1.3437274568117927;-0.571425751429095;0.21540535412632092;1.7116825677027594;1.0
2375;-0.5922793003301124;0.6745703567483299;0.556964773302159;0.5733209627531736;-0.020433885629346105;0.7681167593856371;1.6186576119017604;-0.06474739939523368;1.0
2998;-0.8159928402814944;1.286182978867376;0.5914289945191021;0.5735115601327798;-0.4549545551283945;-0.9180905959974732;-1.3875568200619879;-1.0105207807068677;1.0
2101;1.2741490273447418;1.5260861568052708;-0.08585212362156691;-1.6330400792378097;-1.2477609569187682;-0.25860128124188786;-1.57657417019816;1.59316894390487;1.0
929;0.04846376565006904;0.9083613518088257;1.5591901226560307;-0.652751550501566;0.8478230789915148;-1.7471372650113965;-1.176404588927994;1.3452468214538138;1.0
1102;-0.9160102235737525;1.6548363316098273;-1.1658936753307227;-0.5133959876191246;-0.7384206344143995;1.2641305592612775;-0.09526733206197836;-1.5400228206212607;1.0
13;-1.6338443051017277;1.233884381827699;0.8759290877856383;-1.2814803247164523;-1.1979588678366384;-1.5557950248474819;-0.39746209353250783;0.2125412998137495;1.0
2881;-1.04523940370711;1.2637552110511143;1.0833906576900116;-0.21390397179907772;-1.720653448307049;-0.03449284163148727;-0.7620935985367592;-1.2928838686723494;1.0
49;-0.5007840873003492;-1.338555940798733;0.3671917777630901;-0.547778599764316;-0.5845127403073567;-0.008426711741629369;-0.9925778049455581;-0.2607253907306825;1.0
1066;0.6516938187366467;-1.5070845961037798;1.1661579219580311;-0.9440132249295595;-0.6206621681277568;-1.6947036180197905;-0.6543835835510038;1.0224137453508892;1.0
1536;-1.5580567054676377;-0.9095694280406691;-1.432289788061715;1.332499204112574;-1.1917378696055962;-1.2234267531508018;1.4977750934769678;-0.1980949212840383;1.0
2857;-1.254550274213936;-0.6359506606822857;-1.1988749931259977;-1.5090016148618435;-0.530575634127846;-1.73234610799711;-0.6055922617058823;1.382310713028676;1.0
251;1.5134103479783463;0.3452025665323832;0.26483279923355374;0.7088299239744869;-0.6186898644400712;-0.045118672819911436;0.3453540614329729;1.3943316851148468;1.0
1194;-1.3312727271375964;1.569857272895028;1.3937087274673476;1.338736936536025;0.7989304094771938;-1.162778372665891;-0.398996194195723;1.6276979581739743;1.0
2229;1.3790766060614963;0.5611006391372686;1.3998094018046987;0.2128377854593795;0.16250438624384334;-0.8869240671371715;-0.7984736999787249;1.0670590981181087;1.0
997;1.52758961835305;0.4937187520936895;-1.7017579743307554;0.9153912780414475;0.5158536754436569;-1.6654613305892474;-1.2285640114773175;0.5519553466662184;1.0
2199;1.6715188240116277;1.5315575463164908;-1.4468290040200888;-1.3902016905859431;0.18653864025934078;1.6570235654072207;1.126764959399347;1.2242956373948113;1.0
48;0.31156124750412806;-1.0838159318439275;-0.07459268428636089;1.7446804767048072;-1.6846859044002107;1.4090282572852435;-1.4141671225434764;-1.3337941005831873;1.0
1762;0.4001840558040189;-1.1446913016309215;-1.2183652709971071;0.6285364460570589;-0.3984170773721807;1.2855367791826846;1.36385848671057;0.34357638335598484;1.0
707;0.08494902057936252;-0.35503670730894216;-0.023304513174728144;1.4570921335928462;-0.28732010941973696;0.18463111716688904;0.99448626461924;-1.0844168566074368;1.0
2134;-0.9113182318919018;-0.8917257973824574;-0.04381398525421514;0.8732346030796216;-1.0543245729096853;0.37768121819817924;1.622856203190561;-1.2841670419591316;1.0
1286;-0.4713705895206704;1.147180110203956;0.4968419756164841;1.628398748110967;0.7859711806359185;1.6095048483325878;1.083060392384887;0.5825499718446678;1.0
2560;1.0338186917366632;0.6799924544621512;1.2887027421786124;-0.8813817708555709;0.3495975687674599;1.095199163058403;0.6213768348972187;0.3134451726758459;1.0
2233;0.7502277833078925;0.5828383217899524;-0.5041081734008387;-0.4829177339167609;-0.95517510452933;-1.2614710927439747;-1.3302183659503803;0.04489647090499581;1.0
106;-1.6814313630549638;1.5355501819057586;-1.3316165857346614;0.24305035796592994;1.0046240640986501;-1.3046776543254142;-0.8722835506848552;0.27068591691674965;1.0
2249;-0.1051186635644659;-1.5110279398956499;-0.9378743303038108;1.1361723517626088;1.686785365784335;0.9472025862660303;1.6942668588745198;-0.14061762105860454;1.0
547;1.6552980956525063;0.5336451079863732;0.7453852836357985;0.5244067443326088;0.08455576153803127;1.7082052962879;0.7549243347371287;-1.0382978457355905;1.0
1075;0.9743838428942198;1.2516294288911143;1.249712525827784;-1.0212975745204889;-0.11560180146438863;-1.0443254705159521;1.4101006638446347;-0.7504711008350298;1.0
2651;0.6282686995804195;1.1911976852807062;-0.17670048699203159;-0.32363030567012413;0.8282449808582811;0.19579017188404155;0.4649677747979637;-0.5247743377229385;1.0
260;1.3529804775064964;-0.46673192021366183;-0.7684417461935498;-1.3931010810272142;1.488125503132651;1.711049155107783;-1.6383303728361698;-0.12125616331919799;1.0
1630;-0.07944488455055357;0.3958745342579137;0.2326436513443164;0.3887129614098604;0.7268702764729436;0.16774570542382952;-0.8390754618923956;1.7134898842461697;1.0
2360;0.287591230206252;-0.9856759632237614;0.7184901492649586;1.649295151729529;1.106885452562601;-0.12416712898455917;-1.0350712398574795;-0.9874102996761306;1.0
1209;1.4006139877971027;1.2155478331955039;-0.8334431512273833;1.50269688842208;0.5023573206701442;0.43226321505915405;-0.34109254510293086;-1.4237752937201087;1.0
2545;-1.0467594953260457;0.7584157041229667;-0.6789748498543459;0.8249903633267602;-1.0425106443366192;-0.6234498209276199;0.6292318916765401;0.09355962737256644;1.0
2827;0.4178619206406414;1.5685263943652725;-0.8930056336136659;-1.4554957322962379;0.04562976209966457;0.27180157229810714;1.4187516074341953;0.31343127024089634;1.0
1356;0.34737324914903855;1.1530951258917614;1.3030487459647822;0.4914160706263546;-0.26905498578752723;0.6061327248106845;1.4481532810472488;-1.5421174541536238;1.0
680;1.2243463151419507;0.3501317462722205;-1.0711569169946464;-0.8649615178186518;0.8410820064451324;1.232956302523747;1.7038867081461118;-0.1898415090691306;1.0
361;-0.35448122832366286;-1.3663072227340187;0.24456967267362686;-0.9699460199122419;-0.6206593261916071;0.6148884097099463;1.488489747357506;0.6167175228050904;1.0
1716;-0.9404047296650946;1.6556742921656002;1.0287695766078542;-1.2011406413736656;1.6171039333371346;-0.2884386152189824;-1.3997719524104475;0.7312179770476124;1.0
2185;1.2681786795627685;-0.6440345154556191;0.559505513366646;1.6500517655697806;0.6039508541389857;-0.16361794223321777;-1.503006545912537;0.23963251138497224;1.0
579;-0.5769041878756138;1.0758055875711083;-0.5825088425770409;-0.6112879569201233;1.4393720884896508;-0.5704365831439182;0.21637425980835173;-0.9998020033609496;1.0
1988;-0.6130930035466909;-0.036069486344053034;0.33897797031695626;-1.5529140959873078;-0.6810049983880208;-0.3509494141158287;0.2989273308356648;1.4278643582125834;1.0
1298;1.0956027452985992;-0.7436039462003382;0.6426302201532433;1.7379691386714267;-0.7240120181369286;0.03188189587933146;-0.2534757884278617;0.4091170958520182;1.0
2519;0.9844416907572687;0.9406967709021604;-0.26239008536464137;0.07325697112831325;0.5672557745779002;0.9211364563761728;1.494580011644557;1.6739235543804318;1.0
177;1.4007817663051032;-1.158640880294662;-1.0258534929170415;-1.4797709076441699;0.5093513255338239;0.5377255555889169;-0.7083193331840506;0.3887963701011093;1.0
2863;-1.1638187742834334;-0.9138085226169297;-0.3268311750990826;0.48814703678221233;1.1900859752725088;-0.49155814027828515;-0.988148521827703;0.6991033523147051;1.0
1529;0.0046338460891128365;-0.34517834782926726;0.8218296795684323;-1.0331434904468766;-0.8331395243378364;-1.406538804066955;-0.8928035888792931;1.6694562386167202;1.0
2841;-1.5450824453972087;1.7070363450547084;-1.6624151457656533;0.18096759331807838;0.2517639168242782;-0.35550113380308823;-1.6006122587856855;-0.16888127131055322;1.0
2964;1.0309591225210646;1.0398718672676925;-0.5907106992871136;1.1757935040078653;-1.1478185883527297;-0.03885909226527609;-1.4850817907949674;0.3398876039494347;1.0
1310;-0.43286954763550606;-0.5808424311909015;-1.6694818809640262;0.9506517932684578;1.6516135639993295;-0.8072264692853764;-1.0206760697244508;-0.3235690308465492;1.0
2958;0.49181251369623796;-1.2688080474800316;-1.2446662779384183;1.644426255032335;-1.4622447200503261;1.6798517147385703;-0.22718845450705008;1.383038273791023;1.0
2494;0.8168172089277601;0.12122063915416403;-0.60378633304104;-0.0070307311109443545;-0.7393385797906565;-1.1509315368754516;1.6827438020132255;-0.563789204335687;1.0
2067;-1.6358350322440174;-1.721750373773706;-1.5432805203844786;0.9634160420238534;-1.073362703174533;-1.5405401951995188;0.5967504821456031;0.24851153317259886;1.0
1444;0.35546818015072357;0.22364899414798894;-0.616973063793984;1.6202319391787807;-0.3083333853084196;-1.5359498361261197;-0.10226882907379571;-0.982776154693027;1.0
2466;1.1410951695654286;0.7225805674143481;-0.730707408962049;-1.302873436657623;-0.5519981488220422;0.8551326569722959;-0.31061815448477254;-1.4782821070113725;1.0
1396;-0.8922581044110398;-0.9205122070631085;0.8525842270790526;-1.6618318349145742;0.4122537350533374;1.2139766360519153;-1.4953014388221015;1.0469608113263886;1.0
1663;-0.04639099043698451;-0.21164686867706725;0.4260490357208266;1.1381707364093818;1.0863553058193167;-0.23476077999367773;0.8814934067481263;0.6681101906677087;1.0
1348;0.8009531245009461;0.6102938529408478;0.06774672297655121;1.5066301252557563;-0.3604459684800136;0.6555061324200242;-0.07831148262643967;-0.06446935069624772;1.0
2081;0.656226894527495;-0.5582174961850469;1.0385171306955616;-1.4217888744969207;0.4851550811578104;-0.7355813195050996;0.3261489666641489;0.05100427399272619;1.0
585;0.037981428993553744;1.505383601897953;0.27145031613155124;-1.0787482452761106;-0.280033385132669;0.31317662697652376;-1.4830401681078313;-1.647002057556206;1.0
1296;-1.7326545388373318;0.39464223932295406;1.238023189409423;0.9372233415235274;0.11303480369119383;0.957295193925727;1.6099720645378424;1.3983077815103495;1.0
1292;-0.5499752789302634;-0.09507176782990891;-0.5260957185976888;-1.0616233595024684;1.1979382448533078;0.29287549349871256;1.3397973289401395;0.3550319897542172;1.0
133;1.208457782116521;-1.0815485091636021;-0.5722396156243819;-1.4920962048586563;-1.0917812913588107;-1.6863575106136104;0.4323710193524999;0.675761164034813;1.0
801;-0.7327004376948079;1.7223168022482043;-0.10957374806395032;0.018653709710433636;1.0551394791542796;-0.2845514929733267;1.6450602917370998;0.6277421537198933;1.0
2556;0.8011193749715334;-0.200556214262433;-1.124995488779376;1.5958008205202625;1.2471548950886613;1.129765957899;1.0170017871350028;-0.21185833188385542;1.0
2411;-0.45745505840353384;0.8187981559359774;1.3085118201338588;-1.6027697499495603;0.19624669414569965;-0.0015179894998466328;0.32002409860273995;-1.1125785556697572;1.0
2523;0.2627716241064779;-0.1157743227372268;-1.434188097653622;0.8047235086287128;1.0997294573384053;0.8993129310844565;1.4018534309559205;1.3883860771015248;1.0
1521;1.3631171721000808;1.7124584427685297;1.2269473016378112;1.630033265033038;-0.0902289955225229;-1.1083354775950196;0.7552242341149003;-1.2125509653902495;1.0
1446;0.4794259368150362;0.5288638036387311;-0.7344750463200328;0.5432816605917196;1.5879797716780575;0.32491527248577157;0.2848320600804077;-1.3311526379428182;1.0
2364;1.6000699338093902;0.6889635615886557;1.2452348337369483;-0.429533140592722;-1.4662177467871904;0.11016529219841274;1.3249984481062638;1.6941840362465612;1.0
1832;-0.556335276252676;-1.2324799927974286;1.3568873177495118;-1.595746525295008;0.23736951022755423;0.40777357212379656;0.629185753310729;-0.31097805892745695;1.0
2391;-0.04714645213421203;0.6829992541034517;-1.335601586786375;-1.4712171282746036;1.353051119887698;-1.5194353624900017;-0.6339673566796411;0.779343572697143;1.0
303;0.8614230658872848;-0.6608430183684656;0.6453255299554933;-0.0014514259988575116;-0.8293711170037287;-1.2360463766640362;1.0522630332060512;1.702650619130691;1.0
336;-1.310616411774607;-1.4683905351460549;-0.8994830716868153;0.09407829093066748;1.4332533999599866;-1.0942089180223362;0.9165931685388361;-0.12561689374829857;1.0
85;1.584398076489193;1.5694136467184425;-0.4059274080952204;1.2954309016183962;0.060944956008795126;0.4808483791912432;-0.04961341909200377;-0.8569822891266816;1.0
2454;-1.176888078280981;-0.872551288194489;1.47034150526788;1.6351043104661762;0.803758858995029;1.189525632502697;-1.341337712110829;1.4174885075954151;1.0
824;-1.3511161265966114;-0.07777034694307873;1.0776184440454082;0.9260416285866735;1.0718756411381114;-0.49111765127629264;1.4450043375806485;0.6576323888609112;1.0
2758;1.5352860371972978;0.8071652917499604;-0.5695732876479627;-1.3995582892211202;0.006794704618079198;0.888725739282172;1.6661109211383636;1.4902492179751232;1.0
2524;-1.5468818622553302;-0.044202632914785336;1.4207680921845607;-0.6769631933896291;1.411086297994647;-0.9070242758070561;-1.4968240048938644;1.1319000547216937;1.0
854;-0.9129544543542628;-0.04331538056161419;-0.06428481489926109;1.6448709822514138;1.58963377851701;-1.70489668808345;1.6239289201956666;1.5522911510089135;1.0
253;-0.19126880172185431;-1.146613681729458;0.3739928462246812;1.2500340712032774;0.3859970869690074;1.075230328301393;0.03231678399686125;-1.7298281308392156;1.0
1731;-1.3255807877723602;-0.10744400897690075;1.297662956664587;-0.7253056196713779;-1.6487183604933726;0.992155648100986;-0.919886809610344;-0.8735678940212093;1.0
558;0.3860594891687179;1.659223301578284;1.257204327805005;-0.37438118974870593;0.20672491272854646;0.23577420866142756;0.6400744076421228;-0.973331767217462;1.0
485;-0.14035398388952816;1.0003398457541948;-1.1884415358269649;-1.1336518419588228;-0.43169899161783337;0.4913428364667923;-1.3264580891367848;-0.02477789891596569;1.0
2792;0.3598848194906639;-0.1571301407544636;-0.33654974736095894;-1.4410854152624313;-0.9222171710047089;-0.3954774427032469;-0.3802294139021032;0.009806725092935831;1.0
1551;-0.023298372221932526;1.542648200731125;1.3867579195722979;0.02490876916839482;-0.8765984119344999;1.1748349378923744;1.2066650743925291;0.536481936567636;1.0
735;1.398202133543656;-1.3050375185678378;1.6478890006107223;0.12785445686802316;0.9962204589048667;0.2984704766117446;1.0989089210409624;1.70629305708741;1.0
1438;0.6821769427057652;0.7660066409223171;0.8104205007997682;-1.3106648265087673;-1.0960214600937193;1.0405398874251484;-1.7160504500447817;0.5941585050273421;1.0
74;-0.5304417654587035;0.6452417372962964;-0.35625255862149335;-1.4191320625387838;-0.6324988321900182;0.5840232680615344;1.5810663783572563;-1.4983711255131265;1.0
1105;-0.6581584941601922;-1.3648284688120675;0.9994061567371051;0.6039147300189357;-0.21665820900099286;-1.1793160299336927;1.222940382932355;1.2265941733064312;1.0
1705;-0.9392684810444265;-0.9536362949148169;-0.5754372770743635;1.681534987273701;-0.9424887015583973;-0.5957299253109819;-0.12270812512806403;-1.4720167429942166;1.0
2937;0.6612709460294128;-0.7580957346354604;1.2853553412951728;-1.3116697945103233;-1.7054632995884929;0.8599471244853055;-1.478991526507917;1.6009867464913656;1.0
2914;-0.01622722628728396;-0.014183928299174083;-0.2121017872441659;1.0381937472890626;0.6434850279133244;0.7060155379818718;0.7111390255824996;-0.5077855622148807;1.0
1236;-0.7449803575645487;0.35422296545628557;1.388748004946002;0.4007668017503632;1.6652662252610588;-0.3243655164516985;-1.0203300319808684;0.5079680424865999;1.0
15;-1.3940915676359464;1.066982355836799;0.6512378224249453;-1.115920509977345;-1.2356770444115088;1.3382563576317235;-1.3139084536361958;0.04563793410229223;1.0
1697;-1.4293916767473398;-0.37948543881853664;-1.1710765918501032;1.0635085447075698;-0.9756853577195682;-0.26724877585995793;0.26721873893206255;-0.3064551334239479;1.0
338;0.8167178864958838;1.7010227457721059;0.6900058447777391;0.759442191776991;-0.9274520173919083;1.5933844964350947;1.297626862588895;0.7838340591857701;1.0
2240;1.2754432750339648;-1.299270378272228;-1.1167936320693037;1.1536784322954623;-0.9021104727476863;1.0210656368107276;1.1288181166779365;1.2227802719853365;1.0
302;1.0972426350507527;0.41731646612620654;-1.3265109540841624;0.9125900741290641;-1.5156930132121393;-0.23456758306297928;0.139219377580924;-0.47335386499042165;1.0
1380;-1.3327940411864634;-1.5491304992845942;0.13348716456906642;1.2765386583247758;-1.1488445273026637;-0.14310815607025174;-0.6572210930483795;-1.5222462404660755;1.0
960;-0.19800102895819208;-1.4909168865571125;-1.3681240256726648;1.2008252931960495;0.06369310826526764;-0.577623508965907;1.0277750955518692;-0.45655508942667133;1.0
863;1.594148788832131;-0.9094215526484744;0.2878057265086461;-0.08482334038082195;1.5852856162084241;1.6977572062757187;1.2056269611617816;0.0460503730057887;1.0
1225;0.6629918217644808;-1.555538432946383;-1.5529749411248297;-1.4524750526134;0.981809000691246;-0.45321241347322294;-1.1265520846692194;-0.5401736015017914;1.0
606;0.07316785212138337;0.24617534555904633;-0.5045380704839932;-1.4519610172562822;-0.6346246004297714;-0.32006108883573303;0.4894095740863358;-1.0786519802484562;1.0
390;-1.1174767612147054;1.0969517686550116;0.9947255918654555;-0.46035215930710843;-1.461579706991366;0.7198948054832611;0.8047653044044499;-1.4259950491670152;1.0
750;0.8835848037100409;1.1098169277759875;1.7079683255576512;-0.8857712862646666;-0.7126044864332272;-1.1114266284861973;-0.4450999562323546;-1.0898619769625835;1.0
2912;0.5936876848758126;0.5693816611001961;-1.561693640395549;0.7825449044564409;0.8531488673354958;-1.11077748679905;0.16705234675640365;0.854856965196815;1.0
2725;-0.8778856901072711;1.4015257847795746;0.9889775297423772;0.9032508025283962;-0.18778697965921265;-0.8353636702723238;-0.8105158134553929;1.3671153516290795;1.0
2053;0.11460669873771671;-1.6988789797808599;0.09252135375744844;-1.494325616632223;0.2562030210896446;0.9475812522501998;0.28343637451462483;0.5970965529466304;1.0
1999;1.63415158588727;-1.3459990022058879;0.28242476751275547;1.0481856705229247;0.9309525532976879;-1.5880202728880122;1.3923835313732147;1.674984773581563;1.0
1273;0.9490159769704868;-1.4952052729307712;-0.34897812033800135;-0.8566214385413707;-1.0978601927823828;-0.07589880781881579;-1.0887993668443772;-0.12400884543916173;1.0
2786;1.3408628352100675;-1.4870228345626406;0.5889655393234973;0.4454705507850986;-0.8189696306969155;0.895054870731859;-0.8527439527639012;0.9404032815849064;1.0
711;-0.947784539157268;-0.9361869986357919;0.36066120634258414;0.23286206167429252;-1.0608496583087137;-0.18197165064958679;-1.2434551690428144;0.06153768553932064;1.0
1412;-0.6936483855183404;0.8242202536497987;0.3595454060481043;-1.2092670205586622;-1.274250643767349;1.3752883453080356;1.407539984542125;-1.2222548649848686;1.0
895;-1.1313470624244029;-0.006445116107629268;0.28799893868085025;0.30236079709224745;0.15615550088607832;-1.3506585238316862;-1.7094411291423575;-0.9749490838165653;1.0
2009;1.0805995571505438;-0.9244555508549789;1.4274339121256092;1.321825750854668;-1.3877888348721295;0.9837477176769818;-1.5886162836748283;0.4790185387771522;1.0
1785;1.1308111721651837;0.5224065781795438;-1.7138385653978296;-1.5629233462556797;0.8226804698777507;-1.0158946101943431;-0.2584356627525432;1.5134662843404718;1.0
2082;0.7917766486179965;1.153489460270949;0.7876939190442365;-1.2316362221105395;-1.5967563999376968;-1.2005754201877692;-1.546192056311623;0.9356857219921069;1.0
1826;-0.9357851669566433;1.5273677435376285;-0.35902998359693045;0.5904689512394955;0.45341918017743266;-0.19893434116492567;1.4683388160895567;-0.6021830955206999;1.0
936;0.7574162825158969;0.7881879497515862;0.5050341717179468;-0.3416850756291143;-0.6308505092233649;0.7428929681136249;0.5694711733598553;0.26151494399518754;1.0
2623;-0.8826253565564225;-0.8407580788725368;-1.2559305475779297;0.9216116834303894;-1.335920658209384;1.414066833237863;0.3413169544245117;0.5354531563813866;1.0
358;-0.0348093836652073;-0.20021117168064448;0.783090639041469;0.12582141815223172;-0.9276452690500679;-1.1460397905901623;0.07352987925752753;1.7173732977420109;1.0
2246;-0.3742369184351437;-0.8061552370988768;-0.3978173271669448;1.3966843156142545;-1.2905150443503797;1.075554899144967;-0.135696075103858;-1.393755302519564;1.0
1767;-1.583560566721171;0.08346312234700796;-1.3552754162210783;-0.30273390205156214;-1.4238387949273004;0.6687594418659499;0.6611481062262923;-0.15193883725232693;1.0
86;-1.063776331177594;0.13768409948522134;-0.1293538441933663;1.1162462620765836;-0.2619700389670666;-1.0531661620647215;-1.6292180455884993;1.4590243490789723;1.0
1786;0.9345870252824191;0.2397674118972577;-0.08237430452188928;-0.05938725372074743;1.0793527751471892;-1.317598665050538;0.39619854055668374;-0.8105481563959843;1.0
211;0.16114368938040516;1.3422770443067278;-0.7570180765119701;1.0780459266611133;-1.544129426323061;1.276479707071533;-0.8638402297414441;-1.3410975130765586;1.0
192;-0.49563612925431405;0.5989567395392212;0.8602064472725128;1.1389504529623131;-1.052599517666998;0.2322348408910295;0.5952855890311047;-0.08035056555334309;1.0
662;-1.1283735016177585;-0.21490012730535982;0.5182933570354673;-0.14283425191892027;0.5359831091898745;0.2747922607853214;-0.27874807830083137;-0.041553503754800505;1.0
1711;-0.39636717868718163;0.9465132029951685;-0.7907577520831471;-1.5156032150099965;1.571286238736467;-0.7938804253127159;1.4191668527264942;-1.56854134884728;1.0
2509;0.6755709313597822;-1.3585684105424736;-0.47754633002705155;1.7417406565163471;1.09028854545009;1.0643572050416743;1.4820649799183263;-1.6782732679021888;1.0
932;-1.0596353497870463;0.37803090359970126;1.7332791201164153;-0.8931295002530714;1.5749608621776447;0.9291657208160079;1.170631010694146;0.535874863574849;1.0
1747;1.4399967072698485;-0.2877041120627613;1.2368784072891121;-1.504825799545033;1.6512213768107122;0.9889872184375289;-0.44439634615373724;-0.581992125829318;1.0
1493;0.0028640731568127594;-1.2425848112640958;-0.3897845311075507;1.5264695797692336;-1.4983060478500945;0.22119943220952384;-0.7515855857233066;-0.7816727990062662;1.0
359;1.282716121907194;1.4025116207275425;1.6242591519501355;1.6645313907416255;-0.48304141009293977;0.5415122154306099;0.7701269262718496;-0.19579175122743553;1.0
2330;1.634811698049896;-1.5442013195447566;-0.9199442407232513;-0.01918853365850491;1.6258144676350534;-1.1461170693624418;1.5765563530992326;1.4729314181732653;1.0
408;-1.1418825747829078;1.3334538125724178;-1.3975985425424315;1.4872238466050185;-0.5100369615761141;-1.7150588466381975;-0.23487049241458016;-0.6155479696519707;1.0
468;-0.8584285785063855;1.2214628488833086;-0.1436177328063496;0.09540092123156622;1.5418295705479097;-1.1750966089672352;-0.23602395155985514;1.5257050612408487;1.0
1081;1.157359294187093;0.0964761568601793;-1.042334491206069;1.0144788127236073;-0.6704216281676453;1.3197171801618839;-0.3308959662587026;-0.535173359065023;1.0
1809;-0.8315256461970644;-0.9286946454312391;1.2520600537200655;-0.17076543154837515;-1.476695965370038;1.5934772309618306;-0.3656958286716415;1.1910966227358581;1.0
2505;0.7695412593919099;-0.5546684867723641;1.6881302657765742;-0.8986106188362709;-0.8961196713447456;-0.2368550347224509;0.17437681232889815;-0.5464806728237953;1.0
2754;-0.4206810044030916;0.2187198144081513;-0.4918681822916956;0.8930336278459095;-1.3500735002334083;-0.21324636979107933;-1.1599908652907343;0.4126900216339914;1.0
